,job_name,job_href,job_site,job_price_min,job_price_max,job_price_currency
157,Пресейл инженер по системам информационной безопасности,https://ekaterinburg.hh.ru/vacancy/52058007?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
158,Старший разработчик,https://ekaterinburg.hh.ru/vacancy/66211420?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
159,QA Automation Engineer / Инженер по автоматизации тестирования,https://ekaterinburg.hh.ru/vacancy/67039397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
160,Специалист службы поддержки с техническими знаниями (Контест),https://ekaterinburg.hh.ru/vacancy/48224442?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,15000,0,руб.
161,Инженер по тестированию ПО,https://ekaterinburg.hh.ru/vacancy/54517009?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,70000,110000,руб.
162,Руководитель направления изменения стратегий (портфельный аналитик),https://ekaterinburg.hh.ru/vacancy/55899005?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
163,Senior frontend-разработчик (Angular),https://ekaterinburg.hh.ru/vacancy/55890915?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
164,Специалист службы поддержки с техническими знаниями (Браузер),https://ekaterinburg.hh.ru/vacancy/48221818?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,15000,0,руб.
165,Специалист службы поддержки с техническими знаниями в Яндекс 360 (фронтенд),https://ekaterinburg.hh.ru/vacancy/48360806?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,30000,0,руб.
166,QA-инженер автоматизация / QA Automation,https://ekaterinburg.hh.ru/vacancy/49107100?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
167,DevOps-инженер,https://ekaterinburg.hh.ru/vacancy/66991228?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,300000,руб.
168,Системный аналитик RPA,https://ekaterinburg.hh.ru/vacancy/54965590?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
169,Java разработчик,https://ekaterinburg.hh.ru/vacancy/50128419?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
170,Frontend разработчик (React),https://ekaterinburg.hh.ru/vacancy/66988538?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
171,Продуктовый аналитик,https://ekaterinburg.hh.ru/vacancy/55907070?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
172,Инженер-программист,https://ekaterinburg.hh.ru/vacancy/53991907?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
173,Руководитель направления разработки,https://ekaterinburg.hh.ru/vacancy/51240796?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,355000,520000,руб.
174,Эксперт по Unix системам,https://ekaterinburg.hh.ru/vacancy/66943144?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
175,Старший инженер по обработке данных,https://ekaterinburg.hh.ru/vacancy/66224453?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
176,Стажер бизнес-аналитик,https://ekaterinburg.hh.ru/vacancy/66908134?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
177,Инженер DevOps,https://ekaterinburg.hh.ru/vacancy/66916870?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
178,Системный аналитик,https://ekaterinburg.hh.ru/vacancy/49454824?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
179,Нагрузочный тестировщик,https://ekaterinburg.hh.ru/vacancy/66901810?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
180,Разработчик бэкенда в Практикум,https://ekaterinburg.hh.ru/vacancy/55544225?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
181,Аналитик данных,https://ekaterinburg.hh.ru/vacancy/66493506?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
182,DevOps-инженер,https://ekaterinburg.hh.ru/vacancy/54443659?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
183,Backend-разработчик,https://ekaterinburg.hh.ru/vacancy/54791123?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,120000,180000,руб.
184,Аналитик в целевой маркетинг,https://ekaterinburg.hh.ru/vacancy/66855864?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
185,Аналитик по информационной безопасности (доступы),https://ekaterinburg.hh.ru/vacancy/66827926?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
186,Старший разработчик в команду разработки базовых инфраструктурных сервисов,https://ekaterinburg.hh.ru/vacancy/66801607?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
187,DevOps инженер,https://ekaterinburg.hh.ru/vacancy/55891681?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
188,Ведущий инженер СХД (Brocade SAN),https://ekaterinburg.hh.ru/vacancy/66133949?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
189,Аналитик BI (отчетность DWH),https://ekaterinburg.hh.ru/vacancy/48958526?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
190,Программист-тестировщик (отдел автотестирования),https://ekaterinburg.hh.ru/vacancy/66768708?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,46000,92000,руб.
191,Разработчик SQL (OLAP),https://ekaterinburg.hh.ru/vacancy/50363391?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
192,Devops инженер проекта Цифровой сбыт,https://ekaterinburg.hh.ru/vacancy/66771681?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
193,Системный администратор,https://ekaterinburg.hh.ru/vacancy/47168892?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,60000,0,руб.
194,"Инженер по эксплуатации систем резервного копирования (СРК Veritas NetBackup, Veeam)",https://ekaterinburg.hh.ru/vacancy/54976929?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
195,Ведущий Backend разработчик,https://ekaterinburg.hh.ru/vacancy/66723272?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,3000,5000,USD
196,Fullstack developer,https://ekaterinburg.hh.ru/vacancy/66726500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,200000,500000,руб.
197,"BI-аналитик (Крым, г. Ялта)",https://ekaterinburg.hh.ru/vacancy/66743487?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
198,Программист,https://ekaterinburg.hh.ru/vacancy/66703133?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,50000,65000,руб.
199,Старший разработчик в отдел облачной инфраструктуры,https://ekaterinburg.hh.ru/vacancy/66686310?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
200,ML разработчик в Дзен,https://ekaterinburg.hh.ru/vacancy/55338837?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
201,Руководитель группы автоматизации,https://ekaterinburg.hh.ru/vacancy/39014043?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
202,Инженер-физик,https://ekaterinburg.hh.ru/vacancy/66678867?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,40000,90000,руб.
203,Системный администратор / DevOps engineer (SRE облака),https://ekaterinburg.hh.ru/vacancy/66649064?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
204,Senior C++ Developer (to Armenia),https://ekaterinburg.hh.ru/vacancy/66657706?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
205,Инженер по работе с данными (Data engineer),https://ekaterinburg.hh.ru/vacancy/66631751?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
206,"Senior Software Engineer CI/CD, DevOps (to Armenia)",https://ekaterinburg.hh.ru/vacancy/66656646?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
207,Аналитик по работе с данными (DATA ANALYST),https://ekaterinburg.hh.ru/vacancy/66631729?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
208,Инженер по тестированию на проникновение (Pentester),https://ekaterinburg.hh.ru/vacancy/66623942?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
209,Senior Software Engineer (SDET) to Armenia,https://ekaterinburg.hh.ru/vacancy/66658281?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
210,Senior CI/CD Enginer (to Armenia),https://ekaterinburg.hh.ru/vacancy/66655968?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
211,Senior Embedded Engineer (to Armenia),https://ekaterinburg.hh.ru/vacancy/66654948?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
212,Сетевой администратор / Сетевой инженер,https://ekaterinburg.hh.ru/vacancy/66856934?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,100000,130000,руб.
213,Аналитик (направление речевых технологий),https://ekaterinburg.hh.ru/vacancy/49150429?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
214,Аналитик Power BI (удаленно),https://ekaterinburg.hh.ru/vacancy/66619850?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=python,hh.ru,0,0,не указано
